,sentence,label
25,"""ЛГБТ-активисту Николаю Алексееву, который был признан виновным в пропаганде гомосексуализма, стоит обратиться в Конституционный суд РФ, считает член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник в пятницу """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации""""."",Адвокат Генри Резник снял с ЛГБТ-активиста обвинения в пропаганде гомосексуализма.",1
26,"Когда прибыли пожарные, дом был полностью охвачен огнем. Спасатели обнаружили в комнате на полу сильно обгоревшее тело мужчины. Известно, что мужчина нигде не работал, накануне употреблял спиртные напитки.,Тело мужчины слегка обгорело.",1
27,"Сельский врач предложил ей таблетки, но она попросила сделать ей инъекцию антибиотика. Со слов доктора, он убедился, что в ампуле действительно антибиотик, и сделал укол. Самочувствие женщины резко ухудшилось, и она умерла.,Сельский врач предложил ей таблетки, но она выбрала смертельный укол.",0
28,"Прокуратура установила, что зарплату за липового сотрудника получала его жена — заведующая детским садом №83.,У заведующей был липовый сотрудник.",0
29,"Как установили стражи порядка, злоумышленники действовали по заранее разработанной схеме. На сайте бесплатных объявлений подбирали предложение о продаже недвижимости или авто. Звонили продавцу, предлагали предоплату.,Схему злоумышленники придумывали на ходу.",1
30,"Родственники жили в одном доме, но отношения не складывались.,Родственники перестали жить в одном доме.",1
31,"На большей части региона пройдет небольшой снег, а морозы вновь начнут усиливаться.,Повсюду пройдет снег.",1
32,"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.,Мальчик проигнорировал вопрос классного руководителя.",1
33,"Как рассказали в краевой полиции, еще летом прошлого года молодой человек за денежное вознаграждение осуществил фиктивную постановку на учет шести иностранных граждан, указав в месте пребывания свой дом. В действительности граждане в этом жилом помещении не проживали. Обвиняемый объяснил, что решился на преступление, так как не имел постоянно работы и нуждался в деньгах.,Парень осуществил фиктивную постановку иностранцев на учет.",0
34,"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.,Сейчас женщина в больнице.",0
35,"Оперативники установили подозреваемую в течение суток. Им удалось выяснить, что деньги украла соседка, которая приходила поздравить знакомую с новогодними праздниками. - Хозяйка квартиры сама рассказала, что получила крупную сумму денег и пояснила, где хранит купюры.,Соседка поздравила хозяйку квартиры с Новым годом и украла у нее деньги.",0
36,"""Медведев подчеркнул, что целью программы должно стать новое качество жизни на Дальнем Востоке, то есть современные условия труда и отдыха для всех жителей региона. Он заявил, что необходимо безотлагательно реализовывать эту программу. """"Надо начинать работать, потому что в целом основа программы добротная"""", - заявил глава правительства."",Глава правительства одобрил основу программы.",0
37,"Методы анализа нитрофуранов в тканях животного и продуктах животного происхождения основаны именно на обнаружении этих веществ. Выраженные побочные явления, характерные для препаратов нитрофурановой группы, привели к запрету их использования при производстве пищевых продуктов. Однако во многих странах эти вещества предпочитают анализировать с помощью иммуноферментного метода анализа, поскольку он чувствителен и при этом прост.,Во многих странах предпочитают иммуноферментный анализ для синтеза этих веществ.",1
38,"""""""Им будет предоставлено, уже сейчас вопрос решен, жилье"""", - сказал В.Голубев. """"Основная часть работ, несомненно, это остекление, некоторые виды ремонта и наведение порядка, может быть, уже в дворовых территориях. Потому что есть места, которые залиты маслом"""", - рассказал губернатор."",Есть места, залитые маслом.",0
39,"""""""В магазинах очереди"""", - рассказала агентству одна из очевидцев, приехавших из Краснодара. Пожилая женщина рассказала, что когда началось наводнение, в доме кроме нее были только двухлетний внук, кошка и собака. Она их подняла на крышу сарая, а сама туда забираться не стала, поскольку побоялась обрушения."",В Краснодаре землетрясение.",1
40,"Четыре сотрудника получили травмы различной степени тяжести, одного даже пришлось госпитализировать.,Четыре сотрудника травмированы.",0
41,"При проверке выяснилось, что заказы на «опасный» товар принимаются через интернет.,«Опасный» товар не купишь в Сети.",1
42,"Исследователи отмечают, что такое развитие ситуации может во много раз увеличить в море содержание ртути.,В море будет больше ртути.",1
43,"В Кировской области увеличилось количество коррупционных преступлений, вместе с тем выросла и средняя сумма взятки.,Коррупция в Кировской области на подъеме.",0
44,"Владельцы сайта быстро завербовали молодого человека, и тот согласился работать.,Молодой человек был завербован быстро.",0
45,"""""""Язык – это, совершенно точно, для иностранцев самая большая проблема. В Москве никто не говорит по-английски. Для меня это не было такой уж проблемой, так как я немного говорю по-русски""""."",В Москве многие чисто говорят по-английски.",1
46,"""В то же время, по его словам, Россия будет учитывать опыт проведения лондонской церемонии. """"Мы все, что происходило, оценивали исходя из перспектив будущего, нашей церемонии, которая будет в 2014 году. Она, конечно, будет отличаться, потому что это зимняя Олимпиада""""."",Он сказал, что опыт лондонской церемонии России не пригодится.",1
47,"Они поделились опытом работы своих первичных отделений, выказали предложения по усовершенствованию нормативно-правовой базы во всех сферах, задали вопросы руководителям министерств, ведомств, модераторам площадок. Я уверен, что они после съезда обязательно поделятся со своими коллегами своими впечатлениями от услышанного здесь. Сегодня на площадке, где я был - «Качество государства», как раз говорили про те требования, которые касаются совершенствования нашего законодательства на региональном и федеральном уровнях.,Они после съезда обязательно поделятся со своими коллегами своими впечатлениями от услышанного здесь.",1
48,"Там горожане могут купить хвойные деревья и лапник, пишет пресс-служба администрации.,В пресс-службе администрации планируют, что горожане будут покупать там хвойные деревья и лапник.",0
49,"Он обвинялся в убийстве жены, сообщается в пресс-службе областной прокуратуры.,Его обвиняли в смерти супруги.",0
50,"По информации правоохранительных органов, конфликт случился на дороге во Всеволожском районе, клирик вступил в перепалку и нанес травмы двум женщинам, с которыми не поделил дорогу. 6 сентября протодиакон Сергий Фрунза предпринял очередную попытку извиниться перед женщинами. Очередную, потому что он и его матушка уже несколько раз ходили извиняться.,Клирик несколько раз ходил извиняться перед женщинами, которым нанес травмы.",0
51,"""Боксер Денис Лебедев не исключил, что в команде Александра Поветкина есть предатель, который мог «подсыпать» ему допинг. Напомним, ранее стало известно, что перед боем за титул """"временного"""" чемпиона мира по версии Всемирного боксерского совета (WBC) с канадцем Бермейном Стиверном в допинг-пробе россиянина был обнаружен запрещенный препарат остарин. В результате бой был отменен, так как соперник отказался его проводить."",Поветкину подсыпали допинг.",1
52,"""Как сообщалось, 15 шахтеров в понедельник 3 сентября отработали положенную смену - с 08:00 до 16:00, а по окончании смены не поднялись с горизонта минус 860 метров. Они требовали в том числе отменить незаконно введенный на предприятии ООО """"Рус-Инжиниринг"""", которое входит в """"РусАл"""" и обслуживает СУБР, скользящий график, а также повысить оклады. Ранее компания назвала действия участников акции незаконными, в том числе потому что """"шахта является объектом повышенной опасности и нахождение в ней без специальных нарядов категорически не допускается""""."",Шахтеры протестуют на поверхности.",1
53,"О произошедшем правоохранителям сообщил 40-летний хозяин машины. В содеянном полицейские заподозрили 35-летнего местного жителя. Однако задержать его не удалось, потому что мужчина скрылся.,Подозреваемый скрылся.",0
54,"""Но в принципе, считаю, нам неизбежно придется когда-то отказываться и от некоторых из проинвестированных проектов. Потому что особенно по высокотехнологичным проектам рано или поздно может возникать очень коварная менеджерская альтернатива. Все понимают, что проект """"не пошел"""", но поскольку в него уже вложены средства, очень страшно назвать кошку - кошкой."",""От """"мертвого"""" проекта трудно отказаться, когда в него уже вложены деньги.""",0
55,"Догадки стражей порядка подтвердились. Как выяснилось, вор продал украденное. Свою вину он отрицать не стал и даже указал, кому он сбыл аппарат.,Вор продал аппарат и скрыл, кому.",1
56,"В управлении пояснили, что рассмотрение дела отложено, так как комиссия антимонопольного органа запросила у сторон дополнительные документы по делу.,Дело рассмотрят прямо сейчас.",1
57,"Недавно здесь, у пересечения с улицей Трудовой, построили многоквартирный дом, а за конструкцией в виде парусника «прячется» детская площадка.,На Трудовой улице построили многоквартирный дом.",1
58,"""""""Будучи юристом, я неуклонно следовал правилу и принципу о конфликте интересов. Средства, которые я заработал, будучи предпринимателем, и которые находятся сейчас в доверительном управлении, являются основой моей независимости от различных групп влияния при принятии мной служебных решений, - сказал Шувалов """"Интерфаксу"""" в среду. - Перейдя на государственную службу, я вел себя, так как если бы правительство было для меня как для юриста его клиент""""."",""""""Интерфакс"""" сказал, как использует заработанные средства.""",1
59,"После этого Цискаридзе обратился в полицию, которая незамедлительно прибыла на место. В ходе осмотра было установлено, что в отсутствие хозяина в его квартиру никто из посторонних не входил. Эксперты изъяли замки с обеих дверей для исследования, однако точно установить, была ли попытка взлома, скорее всего, не удастся, так как личинка внутренней двери полностью разрушена слесарем.,Полицейские вызвали Цискаридзе.",1
60,"«Министерство сегодня вызвало российского посла, чтобы повторить свой протест. Встречи между парламентариями – важная составляющая политических контактов», - приводятся слова главы МИД Бёрге Бренде. Он добавил, что отказ в визах вызывает сожаление, так как визит мог бы способствовать укреплению двусторонних отношений.,Визит мог бы способствовать укреплению двусторонних отношений.",0
61,"В суде установили, что у ООО «Бежицкие маршрутные такси» есть лицензия и два договора с администрацией на перевозку пассажиров по маршруту «улица Молокова – Бордовичский водозабор», - говорится на сайте арбитражного суда Брянской области.,ООО «Бежицкие маршрутные такси» действует в Брянской области.",0
62,"Таким образом, он решил отомстить фермеру, за то, что стал фигурантом уголовного дела, украв у него козу.,На него завели административное дело.",1
63,"""""""Будем участвовать в выборах (главы Химок - ИФ). Мы уже часть документов собрали, через несколько дней подадим на регистрацию и будем собирать подписи"""", - заявил он """"Интерфаксу"""" в понедельник. По его словам, у него есть несколько идей для предвыборной кампании: """"Например, все посты в правительстве будут занимать немцы, потому что наши чиновники все воруют""""."",Предстоят выборы главы Химок.",0
64,"""По его мнению, """"оргкомитет просто не сможет удержать людей, чтобы не выступить в центре Москвы"""". По словам Удальцова, предложение провести митинг на Манежной площади не нашло понимания у представителей городской администрации. """"Другие варианты мы не стали предлагать, поскольку это привело бы к эскалации конфликта"""", - сказал он."",По словам Удальцова, городская администрация против митинга на Манежной площади.",0
65,"""По словам контр-адмирала, судно, имевшее на борту оружие, зашло в территориальные воды Нигерии, не предупредив власти страны и тем самым нарушив местное законодательство. Между тем в Moran Security """"Интерфаксу"""" заявили, что считают задержание корабля необоснованным. """"Мы считаем этот арест необоснованным, потому что о заходе судна в порт было известно заранее""""."",Судно задержали.",0
66,"Лиса забежала на водонапорную станцию «Малиновая гряда», где имела контакт с двумя служебными собаками «Нижегородского водоканала». Лабораторное исследование выявило у лисы бешенство. Из-за этого пришлось усыпить собак, с которыми она имела контакт.,На водонапорной станции лиса заразила собак бешенством.",0
67,"Автоматическая тормозная система реагирует соответствующим образом к аварийным ситуациям и управляет даже тормозами. Эта техника спасла жизни многих людей. Если бы системы не было на грузовике, жертв было бы больше.,Благодаря этой системе, обходится без жертв.",1
68,"Конец месяца – время покупать проездные билеты на следующий. С 26 декабря в продажу поступили абонементы на горэлектротранспорт. Правда, пассажирам придется раскошелиться, поскольку с первого января тарифы заметно возрастут.,Абонементы на горэлектротранспорт уже в продаже.",0
69,"Свои поступки женщина объяснила тем, что муж бросил бы ее, если бы она родила ему много детей. К 2006 г. в семье уже росли два ребенка. Личность осужденной сохранена в тайне, поскольку разглашение этой информации противоречит немецкой системе правосудия.,Муж не любил много детей.",0
70,"О случившемся она заявила в полицию. Когда супруг вернулся из командировки и обо всем узнал, то принял решение с женой расстаться. Официально они не развелись, но живут отдельно.,Супруги живут вместе.",1
71,"Новый пассажир оказался участковым уполномоченным. Опытным взглядом полицейский осмотрел соседей по салону и в двух женских лицах уловил знакомые черты. Он видел их раньше — в ориентировке на розыск, женщин подозревали в совершении карманных краж.,Участковый узнал всех в салоне.",1
72,"""Быстро через пустяковый, прореженный собравшимися коридор между полицейским кордоном и многотысячной людской пробкой, заканчивающейся у самой сцены, шел Илья Найшуллер, режиссер и музыкант, лидер группы Biting Elbows. Он, как и большинство встреченных мною, был и на Болотной площади - тогда точно также фотографировал митингующих, а после активно призывал прийти в Facebook - """"всех, кто готов был меня слушать"""". """"Потому что что-то не так, это очевидно""""."",Илья Найшуллер был и на Красной площади.",1
73,"Пассажиры жалуются на то, что отсутствуют последние рейсы, в салонах грязь и холод, водители курят, не покидая салона, и проезжают мимо остановок, экипажи не помогают инвалидам попасть в салон.,Пассажиры хвалят последние рейсы.",1
74,"По словам президента, налог один из самых низких в мире. Средства с этого налога поступают в казну и распределяются на социальные нужды. Что касается сборов – я знаю, что происходит, но не знаю этого в деталях.,Средства, собранные с помощью этого налога, идут на социальные нужды.",0
75,"Ежедневно в плотины поступает всё больше и больше воды, что не может не радовать.,Вчера в плотины поступало не так много воды, как сегодня.",0
76,"Белорусского туриста, который возвращался в гостиницу после отдыха в одном из миланских баров, избили и ограбили.,В Италии ограбили белорусского туриста.",0
77,"В ближайшее время специалисты займутся разработкой сайта Центрального парка, где можно будет найти информацию по всем объектам места отдыха и событиям, проходящим там.,Сайт Центрального парка разработают специалисты.",0
78,"182 УК РФ (незаконное использование сведений, составляющих коммерческую тайну, без согласия их владельца лицом, которому она стала известна по работе, совершенное из корыстной заинтересованности). Ровно год - с марта 2015 г. по март 2016 г. обвиняемая, работница банка, имела доступ к полной базе данных лиц, которые когда-либо туда обращались.,Обвиняемая хотела устроиться на работу в банк.",1
79,"После этого Цискаридзе обратился в полицию, которая незамедлительно прибыла на место. В ходе осмотра было установлено, что в отсутствие хозяина в его квартиру никто из посторонних не входил. Эксперты изъяли замки с обеих дверей для исследования, однако точно установить, была ли попытка взлома, скорее всего, не удастся, так как личинка внутренней двери полностью разрушена слесарем.,Квартиру Цискаридзе не пытались взломать.",1
80,"Мужчина рассказал, что отмечал с друзьями «старый» Новый год.,""Мужчина рассказал, с кем отмечал """"старый"""" Новый год.""",0
81,"Фотографии процесса демонтажа уже появились в социальных сетях, и, комментируя их, горожане спрашивают: что же будет построено на этом месте?,Горожане игнорируют фото демонтажа в соцсетях.",1
82,"На этот раз они взяли еду: шоколадки, соки и жвачки, общей суммой на триста рублей. Подозреваемых быстро нашли. Как оказалось, они являются студентами техникума и приехали домой на каникулы.,Студенты техникума украли шоколадки.",0
83,"Отдавать их он не спешил. Да и имущества за предпринимателем официально никакого не числится – гол, как сокол, взыскать вроде как нечего. При этом петербуржец является генеральным директором страховой компании и организации, которая занимается добычей и обогащением железных руд.,Предприниматель гол, как сокол.",1
84,"""""""Терпеть не могу различных интриг и подковерных игрищ"""", - сказал он. Шойгу добавил, что гордится временем, которое провел в МЧС, и тяжело переживает скорое расставание с ведомством. """"Тяжело будет прощаться с министерством, но я не хочу развивать эту тему, так как это неправильно, это все там - внутри"""", - заключил он."",Шойгу переживает расставание с ведомством.",0
85,"""""""Я вместе с другими адвокатами с 13:00 нахожусь у СИЗО """"Лефортово"""" и пытаюсь пройти к своему доверителю Развозжаеву. Некоторое время назад к нам вышел заместитель начальника изолятора, который сообщил, что созвонился со следователем и тот дал ему указание не пускать к Развозжаеву адвокатов, так как они не допущены к делу"""", - сообщила """"Интерфаксу"""" защитница Виолетта Волкова. По ее словам, это абсолютно незаконно, так как в материалах дела есть ее ордер."",""""""Интерфакс"""" не дозвонился до Виолетты Волковой.""",1
86,"""Сергей Удальцов своей вины не признал, он заявил, что все обвинения в его адрес незаконны. """"Я считаю, что обвинения мне предъявлены незаконно, потому что я был задержан до официального завершения митинга, в 21:55. Соответственно претензии о том, что планировалось шествие, несостоятельны, так как любые действия должны оцениваться по факту совершения, а не по предположению""""."",Сергея Удальцова задержали во время шествия.",1
